evidence_id,captured_at,source_type,canonical_url,title,published_at,deployment,author_type,public_role,likely_persona,artifact_type,verbatim_excerpt_max_25_words,original_problem_language,normalized_jtbd,trigger,desired_outcome,current_workaround,dissatisfaction,interaction_required,capability_requirements,disqualifiers,solution_mentioned,adoption_or_result,willingness_signal,engagement_metadata,vendor_authored,duplicate_group,qualification_status,exclusion_reason,relevance_0_5,confidence,jtbd_cluster,notes
E-063,2026-08-02,atlassian_community,https://community.developer.atlassian.com/t/why-does-forge-block-form-submission-to-external-domains-when-wildcard-egress-is-allowed/100451,Why does Forge block form submission to external domains when wildcard egress is allowed?,"2026-04 (April 2026, stated in search summary)",unknown,user,unknown,Forge Custom UI developer,complaint,Forge serves all app iframe resources with a default Content-Security-Policy response header that includes form-action 'self',blocks native HTML form submissions to any external URL inside a Forge Custom UI app even when wildcard fetch permission is declared in the manifest,"When my Forge Custom UI app contains an HTML form that must POST to an external URL, I want form-action CSP not to block it given I already declared wildcard egress, so I can use ordinary HTML forms inside the app.","Developer declares wildcard fetch/egress permission in the manifest, yet native HTML form submission to an external URL is still blocked.",HTML forms inside a Forge Custom UI app can post to declared external domains.,unknown,Manifest egress declaration does not actually grant what it appears to grant; form-action 'self' overrides it.,HTML form submission to a third-party endpoint,external form POST from inside Forge iframe; CSP form-action relaxation; egress permission honoured end-to-end,"DISQUALIFIER-BEARING: any uploaded mini-site containing a form that posts to an external endpoint will be blocked by Forge's default form-action 'self'. This is a real product constraint to document, not a demand signal.",unknown,unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,DIY,"Recorded primarily as a CONSTRAINT on the product, not as demand. Very recent (Apr 2026) and materially affects what an uploaded bundle can do. Excerpt = search-summary text that reads as near-quotation of the platform behaviour but is NOT confirmed verbatim. Worth first-hand verification before it informs any capability claim."
E-064,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/How-to-upload-a-HTML-files-project-folder-with-sub-pages-and/qaq-p/2806119,How to upload a HTML files project folder with sub pages and supporting images to a confluence,unknown,unknown,user,unknown,Technical writer / engineer with generated or legacy HTML docs,question,How to upload a HTML files project folder with sub pages and supporting images to a confluence,HTML files project folder with sub pages and supporting images,"When I have a multi-file HTML project folder with sub-pages and supporting images, I want to upload the whole folder into Confluence with structure and links intact, so I can share the site internally without rebuilding it page by page.",User has a finished multi-file HTML project (sub-pages plus images) and needs it inside Confluence.,The whole folder lands in Confluence with inter-page links and image references still working.,"Answers in results point to manual copy-paste, HTML-to-Word conversion, or writing a custom HTML-to-Confluence-XML conversion tool.",No native path preserves a directory structure with internal links; every route is lossy or manual.,Clicking through sub-pages of the uploaded site,multi-file folder upload; preserve relative links between pages; preserve image/asset references; no per-page manual rebuild,none observed,"Zip import (folder becomes space, each .html becomes a page); HTML-to-Word converter then built-in importer; custom conversion tool.",unknown,unknown,unknown,no,D-02,excluded_duplicate,same underlying request as first-listed member of D-02,4,observed-in-search-snippet,J01,"BULLSEYE — 'folder of HTML + assets, keep it clickable' is precisely the product's input contract, and every workaround offered converts the site into flat Confluence pages, destroying the live-site property. Excerpt = thread TITLE (directly observed, fully trustworthy). Date unknown; historical=false is an assumption, and the high post ID is NOT reliable evidence of recency."
E-065,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/Confluence-Cloud-Static-HTML-Content/qaq-p/2619230,Solved: Confluence Cloud - Static HTML Content,unknown,cloud,user,unknown,SaaS product engineer integrating with customers' Confluence,question,allow users export reports (React UI Page) to Confluence and initially tried generating HTML content corresponding to the React components,export reports (React UI Page) to Confluence,"When my SaaS product generates a React-rendered report, I want to publish that report into Confluence Cloud as live HTML, so my customers can read it in their wiki without me rebuilding it as native Confluence content.",Product team building report-export-to-Confluence; generated HTML has nowhere to live because the HTML macro is legacy/unavailable on Cloud.,Rendered report appears in a Confluence Cloud page as live HTML.,Attempted generating HTML corresponding to React components and pushing it to Confluence.,"HTML macro is a legacy feature and not available on Cloud, so the direct approach is a dead end.",unknown,render generated HTML in Cloud; programmatic publish from an external system; no native HTML macro dependency,"Wants programmatic publish from an external SaaS backend — needs an authenticated write path, which is a heavier integration than manual folder upload.","Thread's accepted answer recommends building a Confluence Cloud app with Forge, noting Forge is React-based.","Thread marked Solved; resolution was 'build a Forge app', i.e. no off-the-shelf answer existed.",Willing to build a Forge app for this — non-trivial engineering commitment.,Marked 'Solved' (visible in title),no,D-08,excluded_duplicate,same underlying request as first-listed member of D-08,4,observed-in-search-snippet,J04,"Strong signal: the community's own answer to 'how do I get live HTML into Cloud' was 'go build a Forge app' — which is exactly the gap this product fills off the shelf. Excerpt = search-summary paraphrase, NOT confirmed verbatim. WebFetch on this exact URL returned 403, so nothing here is first-hand."
E-066,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/Can-i-upload-a-bulk-of-html-files-to-Confluence/qaq-p/1432673,Solved: Can i upload a bulk of html files to Confluence?,unknown,unknown,user,unknown,Documentation owner / admin migrating static content,question,"Static content typically includes HTML pages, CSS and JS files and attachments. There is no way to upload all contents at once.",bulk of html files,"When I have a bundle of static content (HTML pages plus CSS, JS and attachments), I want to upload it to Confluence in one operation, so I can avoid uploading files one at a time.",User needs to move a body of static content (HTML + CSS + JS + attachments) into Confluence.,One-shot upload of a complete static content set.,unknown,Explicitly stated: there is no way to upload all contents at once.,unknown,single-operation bulk upload; CSS and JS carried alongside HTML; attachment handling,none observed,unknown,"Marked Solved, but the quoted line states the capability does not exist — 'solved' here likely means 'answered', not 'satisfied'.",unknown,Marked 'Solved' (visible in title),no,D-12,excluded_duplicate,same underlying request as first-listed member of D-12,4,observed-in-search-snippet,J01,"The excerpt names the exact payload shape the product accepts (HTML + CSS + JS + attachments) and asserts the gap plainly. Excerpt = search-summary text, reads as near-quotation but NOT confirmed verbatim. Likely an older Server-era thread; date unknown and historical=false is an assumption."
E-067,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/HTML-Macro-with-css-and-JS-not-working/qaq-p/1730184,Solved: HTML Macro with css and JS not working.,unknown,unknown,user,unknown,Confluence power user embedding a self-contained HTML snippet,complaint,"When saving, all CSS and JS elements are gone, though back in edit mode, the code is still there and the preview looks as intended.",all CSS and JS elements are gone,"When I paste HTML with style and script tags into an HTML macro, I want the CSS and JS to survive saving the page, so what readers see matches what I previewed.","User inserts a div plus <style> and <script>; preview is correct, saved page silently drops CSS and JS.","Saved page renders identically to the preview, with styling and behaviour intact.",Remove the <head> and/or <body> tags — the HTML macro already supplies them; the <html> tag itself is tolerated.,"Silent, invisible failure between preview and save; user must discover an undocumented tag-stripping rule by trial and error.",Scripted/interactive behaviour on the rendered page,CSS survives save; JS executes after save; paste a complete HTML document unmodified,none observed,Strip html/head/body wrapper tags before pasting.,Thread marked Solved via the tag-stripping workaround.,unknown,Marked 'Solved' (visible in title),no,,qualified,,4,observed-in-search-snippet,J02,"Excellent workaround artifact — shows the real-world tax of macro-based embedding: a full HTML document cannot be pasted as-is. Directly motivates 'upload the folder untouched'. Excerpt = search-summary paraphrase, NOT confirmed verbatim. Deployment unknown but native HTML macro implies Server/DC; date unknown, plausibly pre-2023 despite historical=false."
E-068,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/Adding-HTML-Directly-in-Confluence-Pages/qaq-p/3240107,Solved: Adding HTML Directly in Confluence Pages,unknown,unknown,user,unknown,Confluence page owner / space admin,question,"concerns about the ability to add HTML directly into Confluence pages disappearing, and asks whether it was removed intentionally",ability to add HTML directly into Confluence pages disappearing,"When the ability to add HTML directly to a Confluence page disappears, I want to know whether it was removed on purpose and what replaces it, so I can keep maintaining pages that depend on custom markup.",User finds direct-HTML capability gone from their Confluence pages and asks whether the removal was deliberate.,Restore or replace the ability to put custom HTML on a page.,unknown,Capability vanished without the user understanding why; existing pages presumably affected.,unknown,add custom HTML to a page; supported//sanctioned path; continuity for existing content,none observed,"Answers in the surrounding result set point to third-party add-ons or custom plugins, since Cloud has no native HTML macro.",Marked Solved; resolution appears to be 'use a Marketplace app'.,unknown,Marked 'Solved' (visible in title),no,D-01,excluded_duplicate,same underlying request as first-listed member of D-01,4,observed-in-search-snippet,J02,"Evidence the demand is still arriving, and that the community's standing answer routes users to Marketplace apps — favourable positioning for a paid app. Highest post ID observed (3240107), which SUGGESTS recency but I did not treat that as a date; published_at stays unknown. Excerpt = search-summary paraphrase, not confirmed verbatim."
E-069,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-questions/Migrating-Confluence-DC-to-Cloud-HTML-macro/qaq-p/2245372,Solved: Migrating Confluence DC to Cloud - HTML macro,unknown,server,user,unknown,Confluence admin running a DC-to-Cloud migration,workaround,"installing HTML for Confluence on the Confluence DC system just prior to migration and converting native macros to that, then migrating to Cloud",HTML macro,"When I migrate from Confluence DC to Cloud and my pages depend on the native HTML macro that Cloud lacks, I want a conversion path that preserves those pages, so migration does not break my existing content.","DC-to-Cloud migration where existing pages use the native HTML macro, which does not exist on Cloud.",HTML-macro content survives the move to Cloud.,"Install a third-party HTML app on DC before migrating, convert native HTML macros into that app's macros, then migrate so the Cloud counterpart picks them up.",Requires buying and installing a vendor app on the source system purely to survive migration; few DC+Cloud apps offer a migration path because DC already ships the macro natively.,unknown,DC-to-Cloud macro migration path; HTML rendering parity on Cloud; pre-migration conversion tooling,"This is a migration-continuity job (preserve existing macro bodies), not the greenfield 'publish a folder as a site' job — a distinct buying trigger.","HTML for Confluence / HTML Macro for Confluence (Appfire, Narva Software) with server-to-cloud migration paths.",Marked Solved; workaround reportedly viable.,Willing to install and pay for a third-party app on BOTH DC and Cloud to preserve content.,Marked 'Solved' (visible in title),no,D-04,excluded_duplicate,same underlying request as first-listed member of D-04,4,observed-in-search-snippet,J03,"Names an entire trigger population — DC-to-Cloud migrators arriving with HTML-macro debt — and shows demonstrated willingness to pay. Note the migration path is a real competitive moat for incumbents that this product may not have. Excerpt = search-summary paraphrase, not confirmed verbatim. deployment='server' reflects the migration SOURCE; destination is Cloud."
E-070,2026-08-02,atlassian_community,https://community.developer.atlassian.com/t/using-customui-to-show-html-run-javascript-with-forge-ui/54047,Using customUI to show HTML & run javascript with forge UI,"2021-11 (November 2021, stated in search summary)",cloud,user,unknown,Forge app developer,question,"custom UI supports static resources like HTML, CSS, JavaScript, and images",show HTML & run javascript,"When I want to show HTML and run JavaScript inside a Forge app, I want to know whether Custom UI can host my static resources, so I can build a macro that renders real web content.",Developer evaluating whether Forge Custom UI can show HTML and execute JavaScript.,HTML renders and JavaScript executes inside a Forge Custom UI macro.,unknown,unknown — appears to be an evaluation/capability question rather than a complaint.,unknown,static HTML/CSS/JS/image hosting; JavaScript execution inside macro,none observed,"Custom UI static resources (HTML, CSS, JS, images) declared in the manifest.",Answered affirmatively — Custom UI does support static resources.,unknown,unknown,no,D-07,excluded_duplicate,same underlying request as first-listed member of D-07,4,observed-in-search-snippet,DIY,"HISTORICAL (Nov 2021, pre-2023) — included to date the origin of this demand thread, showing the need predates the current Cloud-only era. Note this is Forge-DEVELOPER-side static hosting (files you ship in your app), not END-USER upload, so it validates the mechanism rather than the end-user job. Excerpt = search-summary paraphrase. WebFetch on this exact URL returned 403."
E-071,2026-08-02,atlassian_community,https://community.developer.atlassian.com/t/forge-custom-ui-confluence-403-when-requesting-static-assets/60655,Forge Custom UI - Confluence - 403 when requesting static assets,"2022-08 (August 2022, stated in search summary)",cloud,user,unknown,Front-end developer building a Confluence Forge macro,complaint,setting up custom UI with static resources in the manifest file for a Confluence macro built with Tailwind + React + TypeScript,403 when requesting static assets,"When I ship a modern front-end build (Tailwind/React/TypeScript) as Forge Custom UI static resources for a Confluence macro, I want the assets to load instead of returning 403, so my macro renders.",Developer declares static resources in the manifest; Confluence returns 403 when the macro requests those assets.,Static assets served correctly to the macro iframe.,unknown,Standard front-end build output does not load reliably; opaque 403 with no clear cause.,unknown,reliable static asset serving; support for bundler output (Tailwind/React/TS); correct manifest resource declaration,none observed,unknown,unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,DIY,"HISTORICAL (Aug 2022, pre-2023). Useful as evidence that asset-serving inside Forge is fiddly enough to generate support threads — supports the 'let someone else host and serve the bundle' architecture. Excerpt = search-summary paraphrase, not confirmed verbatim."
E-072,2026-08-02,atlassian_community,https://community.developer.atlassian.com/t/forge-deploy-gives-size-related-error/83364,Forge deploy gives size related error,unknown,unknown,user,unknown,Forge app developer,question,"Each hosted resource can only be up to 50,000,000 bytes (zipped)",size related error,"When my Forge app's hosted resources grow large, I want to know the actual size ceiling and stay under it, so deployment does not fail.",Forge deploy fails with a size-related error once hosted resources exceed the limit.,"Successful deploy, or a documented size budget to design against.",unknown,Limit is discovered through deploy failure rather than documentation.,unknown,large bundle hosting; predictable size limits,Platform sizing constraint rather than an end-user job.,~50 MB zipped per hosted resource.,unknown,unknown,unknown,no,,qualified,,4,observed-in-search-snippet,DIY,"Recorded as SIZING CONTEXT, not demand — the ~50MB zipped ceiling on Forge-hosted resources is a concrete argument for hosting bundle bytes off-platform. Cross-reference the separate ~6MB frontend upload limit noted in artifact #15. Excerpt = search-summary text, not confirmed verbatim; treat the exact byte figure as unverified."
E-073,2026-08-02,atlassian_community,https://community.developer.atlassian.com/t/rfc-136-forge-staticview-macro-for-confluence-connect-migration-feedback/100892,"RFC-136: Forge staticView Macro for Confluence, Connect Migration & Feedback","2026-05 (May 2026, stated in search summary)",cloud,atlassian,unknown,Atlassian platform team,counterevidence,"RFC-136: Forge staticView Macro for Confluence, Connect Migration & Feedback",Forge staticView Macro for Confluence,"When Atlassian introduces a native staticView macro type for Confluence, I want to understand what it renders and how Connect apps migrate to it, so I can judge whether platform-native static rendering replaces my third-party approach.",Atlassian publishes an RFC for a Forge staticView macro type for Confluence.,Platform-native static macro rendering with a Connect migration story.,n/a,n/a,unknown,platform-native static rendering,n/a,Forge staticView macro (Atlassian first-party).,unknown — RFC stage,n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,DIY,"COUNTEREVIDENCE / PLATFORM RISK, and Atlassian-authored (not demand). The most recent platform item found (May 2026). I could NOT establish what staticView actually renders — my follow-up query was cut off by the search budget, so this rests on a one-line listing summary and the title alone. IMPORTANT: do not conclude either that this commoditises the product or that it doesn't; scope is genuinely"
E-074,2026-08-02,atlassian_community,https://community.atlassian.com/forums/Confluence-articles/Say-Hello-to-HTML-Importer-Bulk-Import-Your-HTML-Content-into/ba-p/2896851,Say Hello to HTML Importer: Bulk Import Your HTML Content into Confluence!,unknown,cloud,atlassian,unknown,Atlassian product marketing,counterevidence,"Site or org admins can access import options through the spaces dropdown menu and select ""Import from other tools""",Bulk Import Your HTML Content into Confluence,"When I have a body of HTML documentation to move into Confluence, I want a native bulk importer, so I can migrate content without a third-party app.",Atlassian ships a native HTML bulk-import capability for Confluence Cloud.,HTML content imported natively in bulk.,n/a,n/a,None — imported HTML becomes static Confluence pages,native bulk HTML import,"CRITICAL DISTINCTION: this CONVERTS HTML into native Confluence pages. It does not host a running site — JS does not execute, CSS is normalised away, and the artifact stops being a live clickable mini-site. It absorbs the 'migrate legacy docs' job but NOT the 'run my prototype/dashboard inline' job.",Native HTML Importer via Spaces > Import from other tools.,Shipped feature,n/a,unknown,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J03,"COUNTEREVIDENCE, Atlassian-authored (not demand). Materially narrows the addressable job: several import/migration threads in this set (#4, #6) are plausibly satisfied by this native feature, so treat pure doc-migration demand as partially commoditised and weight the live/interactive segment more heavily. Excerpt = search-summary text, not confirmed verbatim."
E-075,2026-08-02,other,https://community.adobe.com/t5/adobe-xd/how-to-embed-xd-prototypes-in-confluence-cloud-page/m-p/11048185,how to embed xd prototypes in confluence cloud page (Adobe XD community),unknown,cloud,user,unknown,Product designer sharing prototypes with a Confluence-based team,question,how to embed xd prototypes in confluence cloud page,embed xd prototypes in confluence cloud page,"When I have finished a clickable design prototype, I want to embed it directly in a Confluence Cloud page, so my team can click through it where the specs and discussion already live.",Designer wants a clickable prototype viewable inside a Confluence Cloud page rather than behind a separate tool link.,Prototype is clickable inline on the Confluence page.,unknown,unknown,Clicking through prototype screens/flows,embed interactive prototype; inline clickable in Confluence Cloud,"XD prototypes are hosted by Adobe and would normally be embedded by URL — a different shape from uploading a self-contained static bundle. Relevant to the persona and the job, less so to the mechanism.",unknown,unknown,unknown,"Surfaced repeatedly across 4 separate unrelated queries in this session, which suggests durable search relevance (weak inference, not a metric)",no,,qualified,,4,observed-in-search-snippet,J10,"WEAKEST-EVIDENCED item in this set — no snippet body was ever returned, so nearly every field is unknown and the excerpt is just the title (directly observed). Included ONLY because it is the sole artifact found covering the designer/clickable-prototype persona, which the seed queries did not otherwise reach. Treat as a pointer for follow-up research, not as substantiated demand."
E-076,2026-08-02,youtube,https://www.youtube.com/watch?v=4eDjed5IO0o,How To Embed HTML In Confluence [How To Guide 2026],2026-06-02,unknown,unknown,unknown,unknown,tutorial_comment,How To Embed HTML In Confluence [How To Guide 2026],'embed HTML in Confluence',"When I have HTML I want visible on a Confluence page, I want to embed it directly, so I can show rendered content instead of a code block.",unknown,HTML rendered inline on the page,unknown - video not fetchable,unknown,unknown,render arbitrary HTML inline on a Confluence page,none observed,unknown,unknown,unknown,unknown - view/like/comment counts not visible via search; youtube.com WebFetch 403,no,,qualified,,4,observed-in-search-snippet,J02,"KEYWORD-DEMAND SIGNAL, NOT USER TESTIMONY. This URL surfaced as a top hit in 5 of 14 separate queries (embed html macro, iframe tutorial, react/static site, attach html file, chart/d3) — it is the single most search-dominant asset in this space. Title is bare-keyword SEO with a year token, the signature of a volume-chasing how-to channel; that a channel finds it worth re-cutting this exact topic f"
E-077,2026-08-02,youtube,https://www.youtube.com/watch?v=dDfpMi8-2xg,How To Add Html To Confluence Pages (2026 Easy Guide),2025-12,unknown,unknown,unknown,unknown,tutorial_comment,How To Add Html To Confluence Pages (2026 Easy Guide),'add HTML to Confluence pages',"When I want custom HTML on a Confluence page, I want to add and manage it safely, so I can enrich pages without creating a security problem.",unknown,custom HTML added and managed safely,unknown,unknown,unknown,add custom HTML to a page; do it safely / manage it,none observed,unknown,unknown,unknown,unknown - not visible via search,no,,qualified,,4,observed-in-search-snippet,J02,"SAFETY FRAMING IS THE FINDING. Search summary described this as 'a December 2025 tutorial on adding and managing HTML content safely'. Safety appearing unprompted in a mass-market how-to title (not a vendor security page) suggests the sandboxing/secret-scanning story is legible to the mainstream audience, not just to security reviewers. Directly supports positioning the product's isolation as a he"
E-078,2026-08-02,youtube,https://www.youtube.com/watch?v=-gqqjSsvBgc,How to Add Custom HTML to Confluence Pages (Capable HTML Macro),2024-09-23,cloud,vendor,unknown,Confluence page author / admin,tutorial_comment,tutorial by Jack covering embedding custom code,'add custom HTML to Confluence pages',"When I need custom code on a Confluence page, I want a macro that embeds HTML/CSS/JS, so I can add functionality Confluence does not natively offer.",unknown,custom code embedded and rendered on the page,unknown,unknown,unknown,HTML/CSS/JS macro; render custom code inline,none observed,Capable HTML Macro,unknown,unknown - paid/free status of Capable macro not observed,unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J02,"DIRECT COMPETITOR CONTENT. Vendor 'Capable' runs a tutorial-shaped marketing channel (same channel also produced the OpenAPI/Swagger embed video below, dated the same day 2024-09-23 — a coordinated content drop). Presenter named 'Jack' in the search summary; vendor staff, not a user lead. Confirms the single-macro paste-a-snippet paradigm is the incumbent UX the multi-file bundle product must diff"
E-079,2026-08-02,youtube,https://www.youtube.com/watch?v=sd3rRcW_HuQ,How to Embed & Render HTML in Confluence - Just Add+,2025-05,unknown,vendor,unknown,unknown,tutorial_comment,How to Embed & Render HTML in Confluence - Just Add+,'embed & render HTML',"When my HTML shows as escaped text in Confluence, I want it actually rendered, so I can see the working output on the page.",unknown,HTML rendered rather than displayed as source,unknown,unknown,unknown,render HTML (not escape it),none observed,Just Add+ HTML Macro,unknown,unknown,unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J02,"VOCABULARY FINDING: 'embed' and 'render' are treated as two distinct user problems worth naming in one title. The pain being sold against is HTML appearing as literal source text. A crowded competitor set is now visible from titles alone — Capable, Just Add+, Aura, HTML Macro Pro (OST Labs), Narva, Appfire HTML for Confluence, Yamuno — all selling the same paste-a-snippet macro."
E-080,2026-08-02,youtube,https://www.youtube.com/watch?v=cgfHdETvoRM,"How to embed markdown, HTML, PlantUML, LaTex and more in Confluence | Markdown Macro for Confluence",2024-10,unknown,vendor,unknown,developer / technical writer,tutorial_comment,"How to embed markdown, HTML, PlantUML, LaTex and more in Confluence","'embed markdown, HTML, PlantUML, LaTex ... in Confluence'","When my source content is in a developer format (Markdown, HTML, PlantUML, LaTeX), I want it rendered natively in Confluence, so I can avoid manual re-authoring.",unknown,multiple developer formats rendered on-page,unknown,unknown,unknown,render Markdown; render HTML; render PlantUML; render LaTeX,none observed,Markdown Macro for Confluence,unknown,unknown,unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,NAT,"Presenter identified in the search summary as Boris Berenberg (Appfire) — a named vendor figure, so vendor_authored=true and NOT a design-partner lead. Useful as adjacency evidence: HTML is bundled with developer-source formats, implying the buyer for 'render my raw files' is a developer/tech-writer persona rather than a general business user."
E-081,2026-08-02,youtube,https://www.youtube.com/watch?v=3ZFf1SREMpE,How To Create Dynamic Confluence Forms Using HTML / JS,2021-03-31,unknown,unknown,unknown,Confluence admin / power user,tutorial_comment,How To Create Dynamic Confluence Forms Using HTML / JS,'dynamic Confluence forms using HTML / JS',"When I need a working interactive form on a Confluence page, I want to build it with HTML and JavaScript, so I can collect input without leaving Confluence.",unknown,a functioning interactive form embedded in the page,hand-written HTML/JS in a macro,unknown,user input into form fields; JS execution required,execute JavaScript in the embed; stateful/interactive UI; form input handling,"POSSIBLE DISQUALIFIER - forms usually imply write-back/persistence of submitted data, which a static sandboxed mini-site does not provide on its own",unknown,unknown,unknown,unknown - not visible via search,no,,qualified,,4,observed-in-search-snippet,J06,"HISTORICAL (2021) BUT THE JOB PERSISTED: a near-identical 2026 re-cut exists at https://www.youtube.com/watch?v=46vCDOV8pjM ('How to create dynamic forms in confluence (Easiest Way)(2026 Guide)'), summarised as teaching dynamic forms 'using HTML and JavaScript'. A five-year unbroken demand line for JS-executing interactive content on a page. Flagging the write-back disqualifier explicitly — forms "
E-082,2026-08-02,youtube,https://www.youtube.com/watch?v=1-uaC3p35LA,JavaScript? In MY Confluence? - Atlassian Summit 2012,2012-06-22,server,atlassian,unknown,Confluence admin / internal developer,tutorial_comment,"the HTML macro can be used to create functional, interactive forms and pages",'JavaScript? In MY Confluence?',"When a static wiki page is not enough, I want to run JavaScript inside Confluence, so I can turn pages into functional interactive tools.",unknown,"functional, interactive pages rather than static documents",HTML macro on Server,unknown,JS execution; interactive pages,run JavaScript inside a Confluence page; build interactive tools on-page,none observed,HTML macro,unknown,unknown,unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,NAT,"DEEPLY HISTORICAL (2012, Server era) — flagged historical=true, well outside the 36-month window. Included deliberately as origin evidence: the 'make Confluence pages into interactive apps' job is 14+ years old and was once served natively by the Server HTML macro. Cloud's removal of that affordance is the structural gap this product addresses. The title's incredulous framing shows JS-in-Confluenc"
E-083,2026-08-02,youtube,https://www.youtube.com/watch?v=hnucVI0Ol-o,Enhance Your Pages with Custom Macros | Forge Dev Den,2025-02-27,cloud,atlassian,unknown,developer building for their own org,tutorial_comment,Enhance Your Pages with Custom Macros | Forge Dev Den,'custom macros',"When Confluence lacks the on-page capability my team needs, I want to build a custom Forge macro, so I can add that capability myself.",unknown,custom on-page functionality via Forge,build it yourself on Forge,unknown,unknown,custom macro on a Confluence page; Forge app development,none observed,Atlassian Forge,unknown,"unknown - build-your-own path is free, which is the competing alternative to buying",unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,DIY,"BUILD-VS-BUY COUNTERPRESSURE. Atlassian actively evangelising DIY Forge macros (Feb 2025) means the technically-capable slice of the target audience has a free, first-party, security-blessed alternative. Relevant to pricing and to the pitch: the product must beat 'we'll just have a dev write a Forge macro' on time-to-value, not on capability. Also confirms the product's own Forge+Custom-UI archite"
E-084,2026-08-02,youtube,https://www.youtube.com/watch?v=lT8QBrJXvS0,How to Embed an Iframe in a Confluence Page (2026 Iframe Basics),2026-06-17,cloud,unknown,unknown,unknown,tutorial_comment,"create a new page, insert the iFrame macro using a slash command",'embed an iframe in a Confluence page',"When my content lives at an external URL, I want to iframe it into a Confluence page, so I can view it in context without switching tools.",unknown,external page displayed inline,native/marketplace iFrame macro pointed at an external URL,unknown,unknown,iframe an external URL inline,PARTIAL DISQUALIFIER - this job is satisfied by pointing at already-hosted content; it does not require the vendor to host the bundle,iFrame macro (inserted via slash command),unknown,unknown,unknown - not visible via search,no,,qualified,,4,observed-in-search-snippet,NAT,"THE PRIMARY SUBSTITUTE. 'iframe an external URL' is the cheapest path and needs no hosting. The product only wins over this when the user has NO place to host — which is precisely the multi-file-bundle-with-nowhere-to-put-it case. Note the slash-command insertion detail: users expect /macro discovery in the Cloud editor, so the mini-site macro must be findable that way."
E-085,2026-08-02,youtube,https://www.youtube.com/watch?v=yfBKOUrVP9A,How to embed an iframe in Confluence page?,2024-07-07,unknown,unknown,unknown,unknown,question,How to embed an iframe in Confluence page?,'How to embed an iframe in Confluence page?',"When I want external web content on a Confluence page, I want to know the supported way to iframe it, so I can stop guessing at macros.",unknown,a working iframe embed,unknown,unknown,unknown,iframe embed in a Confluence page,none observed,unknown,unknown,unknown,unknown - not visible via search,no,,qualified,,4,observed-in-search-snippet,NAT,"Title is phrased verbatim as a user question and the search summary described it as 'discusses various answers to this question' — the signature of a channel that harvests forum Q&A into video. Treated as artifact_type=question because the demand it mirrors is user-authored, but note the video itself is derivative content, NOT a first-party user post. Corroborating pain surfaced in the same query "
E-086,2026-08-02,youtube,https://www.youtube.com/watch?v=whQ4-2rC1hU,Embed API Documentation into Confluence with OpenAPI/Swagger,2024-09-23,unknown,vendor,unknown,API developer / developer-experience owner,tutorial_comment,embed and visualize your API documentation directly in Confluence,'embed API documentation into Confluence',"When my API spec lives outside the wiki, I want interactive API docs rendered inside Confluence, so readers can explore endpoints where they already read docs.",unknown,interactive API docs rendered on the page,unknown,unknown,expand/collapse endpoints; interactive spec browsing,render an interactive multi-view JS app inline; host generated doc assets,none observed for read-only rendering; 'try it out' request execution would need outbound network from the sandbox,Capable OpenAPI/Swagger Macro,unknown,unknown,unknown - not visible via search,yes,,excluded_from_demand,"vendor-authored: competitive/positioning context, not independent demand",2,observed-in-search-snippet,J11,"STRONGEST PRODUCT ANALOG IN THIS SET. Swagger UI is exactly a multi-file static JS app that must be hosted and framed — the same shape as the target product's bundle. A whole sub-market exists for it (also observed: AwesomeAPI 2021-01-27, Visualize OpenAPI 2021-03-02, SwaggerHub Integration 2022-08-18, and a '2026 Full Guide' re-cut at vmO6LoQvBKs dated 2026-01-16). That a dedicated paid app per s"
